MovieID,Title,Genres,Actors,Keywords
3260,Howards End (1992),Drama,"Emma Thompson, Helena Bonham Carter, Anthony Hopkins, Samuel West, Vanessa Redgrave, Adrian Ross Magenty, Prunella Scales, James Wilby, Joseph Bennett, Jo Kendall, Jemma Redgrave, Crispin Bonham-Carter, Ian Latimer, Siegbert Prawer, Susie Lindeman, Nicola Duffett, Mark Tandy, Andrew St. Clair, Anne Lambton, Emma Godfrey, Duncan Brown, Iain Kelly, Atalanta White, Gerald Paris, Allie Byrne, Sally Geoghegan, Paula Stockbridge, Bridget Duvall, Lucy Freeman, Harriet Stewart, Tina Leslie, Mark Payton, Delaney Davidson, Mary McWilliams, Barbara Hicks, Rodney Rymell, Luke Parry, Antony Gilding, Peter Cellier, Patricia Lawrence, Margery Mason, Jim Bowden, Alan James, Jocelyn Cobb, Peter Darling, Terence Sach, Brian Lipson, Mary Nash, Barr Heckstall-Smith, Simon Callow","london, england, sibling relationship, countryside, based on novel or book, empowerment, sister, class differences, turn of the century, edwardian england, 1900s, wealthy family, sister sister relationship"
3261,Singles (1992),Comedy|Drama|Romance,"Bridget Fonda, Campbell Scott, Kyra Sedgwick, Matt Dillon, Sheila Kelley, Jim True-Frost, Bill Pullman, James Le Gros, Ally Walker, Tom Skerritt, Jeremy Piven, Tim Burton, Peter Horton, Devon Raymond, Camilo Gallardo, Paul Giamatti, Eric Stoltz, Bill Smillie, Christopher Masterson, Dana Eskelson, Debi Mazar, Randy Thompson, Stone Gossard, Jeff Ament, Cameron Crowe, Chris Cornell, Thomas A. Doyle, Alice Marie Crowe, Jim Hechim, Heather Hughes, Victor Garber, Amy Hill, Joan Giammarco, Matt Cameron, Jerry Cantrell, Sean Kinney, Ben Shepherd, Kim Thayil, Eddie Vedder, Layne Staley, Mike Starr","lovesickness, love of one's life, free love, cheating, roommates, ex-boyfriend, ex-girlfriend, seattle, washington, blind date, grunge, nostalgic, lighthearted, comforting"
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,"Sheryl Lee, Ray Wise, Mädchen Amick, Dana Ashbrook, Phoebe Augustine, David Bowie, Eric DaRe, Miguel Ferrer, Pamela Gidley, Heather Graham, Chris Isaak, Moira Kelly, Peggy Lipton, David Lynch, James Marshall, Jürgen Prochnow, Harry Dean Stanton, Kiefer Sutherland, Lenny Von Dohlen, Grace Zabriskie, Kyle MacLachlan, Frances Bay, Catherine E. Coulson, Michael J. Anderson, Frank Silva, Walter Olkewicz, Al Strobel, Gary Hershberger, Sandra Kinder, Chris Pedersen, Victor Rivers, Rick Aiello, Gary Bullock, Jon Huck, Mike Malone, Joe Berman, Yvonne Roberts, Audra L. Cooper, John Hoobler, Kimberly Anne Cole, Elizabeth McCarthy, C.H. Evans, Paige Bennett, G. Kenneth Davidson, Ingrid Brucato, Chuck McQuary, Margaret Adams, Carlton Lee Russell, Calvin Lockhart, Jonathan J. Leppell, David Brisbin, Andrea Hays, Julee Cruise, Steven Hodges, William Ungerman, Joseph 'Simon' Szeibert, Smokey Hormel, Joseph L. Altruda	, James Parks, Jane Jones, Karin Robison, Lorna MacMillan, Philip Anagnos, Anne Gaybis, John Nelson, Simon Shelton","high school, small town, double life, sexual abuse, detective, fbi, drug addiction, orgy, investigation, supernatural, surreal, prequel, murder, rural area, serial killer, prostitution, brutality, drugs, incest, psychotronic, washington state, criterion, disturbed teenager, 1990s, mysterious events, demonic, fbi agent, secret, violence"
3263,White Men Can't Jump (1992),Comedy,"Woody Harrelson, Wesley Snipes, Rosie Perez, Tyra Ferrell, Cylk Cozart, Marques Johnson, Kadeem Hardison, Ernest Harden Jr., John Marshall Jones, David Roberson, Kevin Benton, Nigel Miguel, Duane Martin, Bill Henderson, Sonny Craver, Jon Hendricks, Eloy Casados, Frank Rossi, Freeman Williams, Louis Price, Alex Trebek, Reggie Leon, Sarah Stavrou, Reynaldo Rey, Lanei Chapman, Irene Nettles, Torri Whitehead, Lisa McDowell, Dion B. Vines, David Maxwell, Bill Caplan, Richard James Baker, Amy Golden, Jeanette Srubar, Zandra Hill, Fred P. Gregory, Carl E. Hodge, Ruben Martinez, Gary Lazer, Donna Howell, Don Fullilove, Johnny Gilbert, Leonard A. Oakland, Allan Malamud, Jeanne McCarthy, John Charles Sheehan, Gregg Daniel, Carl A. McGee, Chick Hearn, Stu Lantz, Ronald Beals, Joe Metcalf, Mahcoe Moore, Mark Hill, Eric Kizzie, Chalmer Maddox, Leroy Michaux, Joseph Duffy, Pete Duffy, Gary Moeller, Daniel Porto, Lester Hawkins, Jeffrey Todd","friendship, sports, white trash, male friendship, racial segregation, basketball, streetball, jeopardy, los angeles, california, buddy, hoodlum, confidence artist, hustling, satirical"
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,"Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer, Luke Perry, Hilary Swank, Michele Abrams, David Arquette, Natasha Gregson Wagner, Thomas Jane, Ricki Lake, Stephen Root, Sasha Jenson, Candy Clark, Paris Vaughan, Randall Batinkoff, Andrew Lowery, Mark DeCarlo, James Paradise, David Sherrill, Paul M. Lane, Toby Holguin, Eurlyne Epper, Andre Warren, Bob Swanson, Erika Dittner, J.T. Cole, Michael Kopelow, Ricky Dean Logan, Bobby Aldridge, Amanda Anka, Chino Binamo, Al Goto, Terry Jackson, Mike Johnson, Sarah Lee Jones, Kim Robert Koscki, Clint Lilley, Chi Muoi Lo, Jimmy N. Roberts, David Rowden, Kenny Sacha, Ben Scott, Kurtis Epper, Sharon Schaffer, Lincoln Simonds, Ben Affleck, Alexis Arquette, Slash, Liz Smith, Eric DaRe, Seth Green","high school, vampire, cheerleader, dating, fashion, unlikely friendship, valley girl, duringcreditsstinger, woman director, teenage mortality"
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,,
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,"Benoît Poelvoorde, Rémy Belvaux, André Bonzel, Jacqueline Poelvoorde-Pappaert, Valérie Parent, Édith Le Merdy, Jenny Drye, Malou Madou, Willy Vandenbroeck, Nelly Pappaert, Hector Pappaert, Rachel Deman, André Laime, Sylviane Godé, Zoltan Tobolik, Alexandra Fandango, Olivier Cotica, Benoît Mariage","movie business, dark comedy, mockumentary, brutality, found footage, arab"
3267,"Mariachi, El (1992)",Action|Thriller,"Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt, Reinol Martinez, Ramiro Gómez, Jesús López, Luis Baró, Oscar Fabila, Poncho Ramon, Fernando Martinez, Manuel Acosta, Walter Vargas, Roberto Martinez, Virgen Delgado, Juanita Vargas, Yolanda Puga, Jaime Rodriguez, Luis Cadena, Afredo Martínez, Gerardo Jaquez, Mario Mata, Daniel Delgado, Rosendo Ortiz, Cesar Cadena, Jose Salinas, Robert Santoyo, Sabas Perez, Guadenico Martin, Juan Garcia, Maximo Martin, DiFonso Quezada, Manuel Vejor, Alfredo Cisneros, Alejandro Peña, Israel Reyes, Clara Scott, María Castillo, Samuel Quiroz, Roberto Delgado, Fermin Barron, Tito Tortuga","mistaken identity, usa–mexico border, mariachi, concealed weapon"
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,"Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees, Martin Ferrero, Gailard Sartain, John Wesley, Al Fann, Ella Joyce, J. Kenneth Campbell, Nicholas Sadler, Dennis Burkley, Ving Rhames, Jana Arnold, Christopher Collins, Mark Mikesell, Matthew Powers, Richard Schiff, Brigitta Stenberg, Vanessa Angel, Marjean Holden, Joey DePinto, Larry Campbell, Shari Shaw, Kimberley LaMarque, Amy Kirkpatrick, J. David Krassner, Patti Yasutake, Norm Compton, A. Michael Lerner, Jophery C. Brown, J.W. 'Corkey' Fornof, Charles Renneisen, John D. Sarviss, Roydon Clark, Manny Perry, Justin De Rosa, Ernie Lively, Richard Suggett, Art T. Yago, Julia Montgomery, Shelley A. Hill, Pixie, Matt Johnston","police, submachine gun, gunfight, los angeles, california, criminal, buddy cop, 1990s, street shootout"
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,"Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser, George Wendt, Joe Morton, Nicolas Surovy, David Marshall Grant, Robert Hy Gorman, Michael A. Goorjian, Veronica Lauren, Art LaFleur, Eric Pierpoint, Walton Goggins, Amanda Foreman, Karla Tamburrelli, Kenneth Ransom, Millie Slavin","airplane, experiment, test person, u.s. air force, cryogenics, suspended animation"
3270,"Cutting Edge, The (1992)",Drama,"D. B. Sweeney, Moira Kelly, Roy Dotrice, Terry O'Quinn, Dwier Brown, Chris Benson, Kevin Peeks, Barry Flatman, Rachelle Ottley, Steve Sears, Nahanni Johnstone, Michael Hogan, R.D. Reid, Dick Grant, Melanie Miller, Robin Cousins, Chick Roberts, Arthur Rowsell, JoJo Starbuck","sports, olympic games, romcom, skating, figure skating"
3271,Of Mice and Men (1992),Drama,"John Malkovich, Gary Sinise, Ray Walston, Casey Siemaszko, Sherilyn Fenn, John Terry, Richard Riehle, Alexis Arquette, Joe Morton, Noble Willingham, Joe D'Angerio, Tuck Milligan, David Steen, Moira Sinise, Mark Boone Junior","farm, worker, dreams, country life, farm worker, great depression, error"
3272,Bad Lieutenant (1992),Crime|Drama,"Harvey Keitel, Brian McElroy, Frankie Acciarito, Peggy Gormley, Stella Keitel, Dana Dee, Victor Argo, Paul Calderon, Leonard L. Thomas, Anthony Ruggiero, Vincent Laresca, Robin Burrows, Victoria Bastel, G. Elvis Phillips, Stephen Chen, Shawn McClean, John Steven Jones, Fernando Vélez, Joseph Micheal Cruz, Frankie Thorn, Frank Adonis, Paul Hipp, Lambert Moss, Nicholas De Cegli, Larry Mullane, Michael A. Fella, Michael N. Ciravolo, Zoë Lund, Bo Dietl, Gene Canfield, Heather Bracken, Penelope Allen, Eddie Daniels, Bianca Hunter, Ed Kovens, Jaime Sánchez, Minnie Gentry, Iraida Polanco, Chris 'Mad Dog' Russo, John Clohessy, Bruce Murray, Bob Murphy, Warner Fusselle, Phil Neilson, Darryl Strawberry","drug dealer, new york city, rape, corruption, police, nun, gambling debt, homicide, heroin, detective, baseball, drug addiction, crucifixion, teenage girl, police corruption, drinking, masturbation, catholicism, police lieutenant, salvation, christ figure"
3273,Scream 3 (2000),Horror|Mystery|Thriller,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy-Wahlberg, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy, Roger L. Jackson, Julie Janney, Richmond Arquette, Nancy O'Dell, Ken Taylor, Lynn McRee, Roger Corman, Josh Pais, John Embry, Lawrence Hecht, Lisa Beach, Kevin Smith, Jason Mewes, Erik Erath, Daniel K. Arredondo, Lisa Gordon, Heather Matarazzo, Carrie Fisher, C.W. Morgan, Beth Toussaint, Wes Craven, Strawberry Fields","mask, isolation, movie business, ex-cop, sequel, serial killer, reporter, slasher, hollywood, self-referential, phone call, annual phone call"
3274,Single White Female (1992),Action,"Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman, Stephen Tobolowsky, Frances Bay, Tara Karsian, Christiana Capetillo, Jessica Lundy, Renée Estevez, Tiffany Mataras, Krystle Mataras, Amelia Campbell, Eric Poppick, Kim Sykes, George Gerdes, Jerry Mayer, Rob Steinberg, Michael Collins","stalker, remote control, puppy, basement, lesbian relationship, photograph, surprise party, mental illness, business card, ice cream, stairway, software, desperate"
3275,"Boondock Saints, The (1999)",Action|Comedy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco, Billy Connolly, David Ferry, Brian Mahoney, Bob Marley, Richard Fitzpatrick, William Young, Robert Pemberton, Bill Craig, Dot-Marie Jones, Scott Griffith, Layton Morrison, James Binkley, Robert Eaton, Matthew Chaffee, Kym Kristalie, Gerard Parkes, Peter Windrem, Elizabeth Saunders, Jeffrey R. Smith, Jonathan Higgins, Anthony Chrysostom, Lizz Alexander, Derek Murchie, Robert B. Kennedy, Carlo Rota, Ron Jeremy, Tom Barnett, Glen Marc Silot, Victor Pedtrchenko, Lauren Piech, Gina Sorell, Jeanna Fine, Sergio Di Zio, Angelo Tucci, Jimmy Tingle, Dick Callahan, Moris Santia, Carmen DiStefano, Darren Marsman, Chris Flockton, Roberta Angelica, Markus Parilo, Gary Nicholson, Joe Pingue, Kevin Chapman, Nicholas Pasco, Chris Brinker, Don Carmody","bratva (russian mafia), boston, massachusetts, detective, irish-american, prologue, shootout, police station, pager, mob boss, duringcreditsstinger, vigilantism, angry, complex, brother brother relationship, public execution, hilarious"
3276,Gun Shy (2000),Comedy,"Sandra Bullock, Liam Neeson, Oliver Platt, José Zúñiga, Michael DeLorenzo, Richard Schiff, Mary McCormack, Andrew Lauer, Myndy Crist, Paul Ben-Victor, Mitch Pileggi, Rick Peters, Gregg Daniel, Michael Mantell, Michelle Joyner, Jerry Stahl, Ben Weber, Louis Giambalvo, Michael Weatherly, Hank Stratton, Frank Vincent, Frankie Ray, Taylor Negron, Joe Maruzzo, Aaron Lustig, Tracy Zahoryin, Manny Perry, David Carpenter, Tommy Morgan Jr., Derek Sitter, Ron Reaves, Tracy Phillips","drug cartel, nervous breakdown"
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,,
3278,Gendernauts (1999),Documentary,"Sandy Stone, Susan Stryker, Max Wolf Valerio, Texas Tomboy, Annie Sprinkle, Leigh Crow, Jordy Jones, Hida Viloria, Stafford, Kasim Sulton, Willy Rider, Sister Roma, Tornado, Mo Fischer, Queer David, Duke, Uncle Louie, Lucky 7, Barry Zevin, Mark Freeman, Linette Martinez, Veronica Register, Klara Lux, Connie Champagne, Pearl Harbour, Bob Davis, Baby Zeff, Roland Scheikowski, Chrystal Weston, Dieta Sixt, Eva Koenigova, Juerg Roffler, Ray Rea, Veronica Klaus, Andreas Gerber, Tammy Hall, Monika Treut","transsexuality, san francisco, california, lgbt, woman director"
3279,Knockout (1999),Action|Adventure,"Steven Anderson, Daniel Magder, Janet Kidder, Emma Grabinsky, Jaren Brandt Bartlett, Samuel Patrick Chu, Tess Atkins, Roman Podhora, Sean Devine, Catherine Lough Haggquist, Scott Hylands, Adrian Formosa, Jay Jauncey, Julian Domingues, Ben Immanuel, Bronwen Smith","janitor, woman director"
3280,"Baby, The (1973)",Horror,"Anjanette Comer, Susanne Zenor, Ruth Roman, Marianna Hill, Tod Andrews, Michael Pataki, David Mooney, Beatrice Manley, Virginia Vincent","baby, social worker, grindhouse, incest"
3281,"Brandon Teena Story, The (1998)",Documentary,Kate Bornstein,woman director
3282,Different for Girls (1996),Comedy,"Rupert Graves, Steven Mackintosh, Miriam Margolyes, Charlotte Coleman, Saskia Reeves, Nisha Nayar, Neil Dudgeon, Adrian Rawlins, Robert Pugh, Kevin Allen, Gerard Horan, Phil Davis, Ian Dury, Robert Pugh, Kevin Allen, Rick Warden, Edward Tudor-Pole, Lia Williams, Blake Ritson, Stephen Walker, Graham Fellows, Peter-Hugo Daly, Shend, Ruth Sheen, Charles De'Ath, Llewella Gideon, Robert Demeger, Malcolm Shields, James D. White, Colin Ridgewell, Jamie Leyser, Christine Jennings, Pete Shelley, Steve Diggle, Tony Barber, Phil Barker, Adele Anderson","transsexual, lgbt"
3283,Minnie and Moskowitz (1971),Action,"Gena Rowlands, Seymour Cassel, Val Avery, Timothy Carey, Katherine Cassavetes, Elizabeth Deering, Elsie Ames, Lady Rowlands, Holly Near, Judith Roberts, Jack Danskin, Eleanor Zee, John Cassavetes, Sean Joyce, David Rowlands, Xan Cassavetes, Zoe Cassavetes, Roberta Collins, Bruce Brown, Darren Moloney","loneliness, los angeles, california, parking lot"
3284,They Might Be Giants (1971),Comedy|Romance,"George C. Scott, Joanne Woodward, Jack Gilford, Lester Rawlins, Al Lewis, Rue McClanahan, Theresa Merritt, James Tolkan, Kitty Winn, F. Murray Abraham, Paul Benedict, M. Emmet Walsh, Ron Weyand, Oliver Clark, Jenny Egan, Jane Hoffman, Michael McGuire, Eugene Roche, Ted Beniades, Staats Cotsworth, Sudie Bond, Ralph Clanton, Louis Zorich, Worthington Miner, Frances Fuller, John McCurry, Candice Azzara, Tony Capodilupo, Matthew Cowles, Dorothy Greener, Jacques Sandulescu","new york city, loss of loved one, suppressed past, based on play or musical, psychiatrist, mental illness, psychiatry, female psychiatrist, sherlock holmes"
3285,"Beach, The (2000)",Adventure|Drama,"Leonardo DiCaprio, Virginie Ledoyen, Guillaume Canet, Tilda Swinton, Staffan Kihlbom, Paterson Joseph, Peter Youngblood Hills, Robert Carlyle, Jerry Swindall, Lars Arentz-Hansen, Jukka Hiltunen, Magnus Lindgren, Daniel York, Daniel Caltagirone, Zelda Tinska, Saskia Mulder, Sian Ejiwunmi-Le Berre, Gunilla Karlson, Victoria Smurfit, Samuel Gough, Isabella Seibert, Somboon Phutaroth, Patcharawan Patarakijjanon, Kaneung Kenia, Sanya Cheunjit, Weeratham 'Norman' Wichairaksakui, Andrew Carmichael, Elizabeth Thomas, Krongthong Thampradith, Hélène de Fougerolles, Sahajak Boonthanakit, Apichart Chusakul, Somchai Santitharangkun, Seng Kawee, Somkuan 'Kuan' Siroon, Peter Gevisser, Lidija Zovkić, Myriam Acharki, Bindu De Stoppani, Stacy Hart, Nina Jacques, Sheridan Jones, Michael Thorpe, Timothy Webster, Ramon Woolfe, Simone Huber, Raweeporn 'Non' Srimonju","exotic island, beach, based on novel or book, hippie, map, commune, delusion, shark attack, thailand, backpacker, community, marijuana, shark, extramarital affair, voiceover"
3286,Snow Day (2000),Comedy,"Mark Webber, Schuyler Fisk, Zena Grey, Chris Elliott, Chevy Chase, Jean Smart, Emmanuelle Chriqui, Iggy Pop, Pam Grier, John Schneider, Josh Peck, Jade Yorker, Damian Young, Connor Matheus, J. Adam Brown, David Paetkau, Rozonda 'Chilli' Thomas, Katharine Isabelle, Carly Pope, Kea Wong, Lorena Gale","high school, elementary school, rivalry, prank, teenage crush, hijinks, new york state, meteorologist, snowball fight, snowplow, popular girl, snow day"
3287,"Tigger Movie, The (2000)",Animation|Children's,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka, Kath Soucie, Tom Attenborough, John Hurt, Frank Welker","cartoon, woman director"
3288,Cotton Mary (1999),Drama,"Greta Scacchi, Madhur Jaffrey, James Wilby, Sarah Badel, Riju Bajaj, Gerson Da Cunha, Joanna David, Neena Gupta, Sakina Jaffrey, Gemma Jones, Captain Raju, Firdausi Jussawala, Mahabanoo Mody-Kotwal, Nadira, Prayag Raj, Veerendra Saxena, Surekha Sikri, Laura Lumley",
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,"Wei Minzhi, Zhang Huike, Tian Zhenda, Gao Enman, Sun Zhimei, Feng Yuying, Li Fanfan, Zhang Yichang, Zhanqing Xu, Liu Hanzhi, Ma Guolin, Wu Wanlu, Ru Liu, Wang Shulan, Fu Xinmin, Bai Mei, Zhang Mingshan, Jiao Jie, Rong Huimin, Sun Zhiwei, Ming Xinhong, Tian Xuewei, Li Mel, Lingyu Li","class, village, mayor, mountain, promise, teacher, money, food, chalk"
3290,Soft Toilet Seats (1999),Comedy,"David Rosen, Alexa Jago, Jonathan Aube, Sammi Davis, Michael Greene, Margaret Blye, Harris Laskawy, Savannah Henderson, Jim Golden, Terri Hoyos, Lisa Passero, Cody Bonsignore, Patrick Connelly, Mike Wilson, Joe Skorpen, Raquel Gulas, Lisa Rivera, Ray Rivera","suicide, house, murder, woman director"
3291,Trois (2000),Thriller,"Gary Dourdan, Kenya Moore, Gretchen Palmer, Chrystale Wilson, Bryce Wilson, Donna Biscoe, Thomas Jefferson Byrd, Soloman K. Smith, Jay Jones, Tariq Holloway, George Williams, Ron N. Binder, Gregory W. Anderson, Tom Rowley, Chato Waters",
3292,"Big Combo, The (1955)",Film-Noir,"Cornel Wilde, Jean Wallace, Brian Donlevy, Richard Conte, Lee Van Cleef, Earl Holliman, Robert Middleton, Helen Walker, Jay Adler, John Hoyt, Ted de Corsia, Helene Stanton, Roy Gordon, Baynes Barron, James McCallion, Tony Michaels, Rita Gould, Bruce Sharpe, Michael Mark, Donna Drew, Brian O'Hara, Steve Mitchell","film noir, police corruption, police detective, double cross, lie detection, antiques shop, hangar, burlesque dancer, police shootout, gang moll"
3293,Conceiving Ada (1997),Drama|Sci-Fi,"Tilda Swinton, Francesca Faridany, Timothy Leary, Karen Black, John Perry Barlow, John O'Keefe, J.D. Wolfe, Owen Murphy, David Brooks, Esther Mulligan, Ellen Sebastian, Mark Capri, Joe Wemple, Chris von Sneidern, David Eppel, R.U. Sirius, Kashka Peck, Rose Lockwood, Jesse Talman Boss, Lillian L. Malmberg, Cyrus Mare, Michael Oosterom, Pollyanna Jacobs, Roger Shaw, Bruce Sterling, Dave Nelson, Henry S. Rosenthal, George Leeson, Melissa Howden, Josh Rosen, Lynn Hershman-Leeson, Lavay Smith, Bing Nathan, Chris Siebert, Bill Stewart, Rosemary Astromsky, Brooke Baggett, Lori Baker, Stack Buss, Ellen Sebastian Chang, Ethan Hay, Geoffrey Herreman, Seanne-Marie Jacobsen, Michelle Kopecky, Sharon Leong, Jafer Louahdi, Kenneth Lorber, Melissa Margolis, Phillip Ristaino, Kit Robberson, Dawn Robinson, Jackie D. Stewart, Lena Strayhorn, Greg Thomas, Tabitha Warren, Charles Pinion",woman director
3294,Eaten Alive (1976),Horror,"Neville Brand, Mel Ferrer, Carolyn Jones, Marilyn Burns, William Finley, Stuart Whitman, Robert Englund, Roberta Collins, Kyle Richards, Crystin Sinclaire, Janus Blythe, David Hayward, Betty Cole, Sig Sakowicz, Ronald W. Davis, Christine Marie Schneider, David Carson, Lincoln Kibbee, James Galanis, Tarja Leena Halinen, Caryn White, Valerie Lukeart, Jeanne Reichert","redneck, psychotic, video nasty"
3295,Raining Stones (1993),Drama,"Bruce Jones, Julie Brown, Gemma Phoenix, Ricky Tomlinson, Tom Hickey, Mike Fallon, Ronnie Ravey, Lee Brennan, Karen Henthorn, Christine Abbott, Geraldine Ward, William Ash, Matthew Clucas, Anna Jaskolka, Jonathan James, Anthony Bodell, Bob Mullane, Jack Marsden, Jimmy Coleman, George Moss, Jackie Richmond, Derek Alleyn, Tony Audenshaw, Little Tony, Tracey Adamson, Susan Cookson, Stephen Lord, Corinne Heritage, Anne Martin","communion dress, priest, working class, catholic, unemployment, manchester"
3296,To Sir with Love (1967),Drama,"Sidney Poitier, Christian Roberts, Judy Geeson, Suzy Kendall, Lulu, Ann Bell, Geoffrey Bayldon, Faith Brook, Patricia Routledge, Christopher Chittell, Lynne Sue Moon, Adrienne Posta, Edward Burnham, Rita Webb, Fiona Duncan, Mona Bruce, Marianne Stone, Dervis Ward, Peter Attard, Sally James, Grahame Charles, Michael Des Barres, Margaret Heald, Ellison Kemp, Albert Lampert, Chitra Neogy, Stewart Bevan, Cyril Shaps","london, england, education, respect, teacher, teenage crush, school, teacher student relationship, high school teacher, maturity, high school dance, east end of london, class field trip, life lessons, dedicated, high school kids"
3297,With Byrd at the South Pole (1930),Documentary,"Floyd Gibbons, Richard E. Byrd","u.s. navy, antarctica, south pole, polar exploration"
3298,Boiler Room (2000),Drama,"Giovanni Ribisi, Vin Diesel, Nia Long, Nicky Katt, Scott Caan, Ron Rifkin, Jamie Kennedy, Taylor Nichols, Bill Sage, Tom Everett Scott, Ben Affleck, Donna Mitchell, André Vippolis, Jon Abrahams, Will McCormack, Kirk Acevedo, Siobhan Fallon Hogan, Judy Del Giudice, Alex Webb, Mark Webber, Herbert Russell, Christopher Fitzgerald, Anson Mount, Neal Lerner, Taylor Patterson, Marsha Dietlein, John Griesemer, Marjorie Johnson, Lisa Gerstein, David Younger, Jared Ryan, Seth Ullian, Eddie Malavarca, Carlo Vogel, Matthew Saldivar, Serge Skliarenko, Ross Ryman, Peter Rini, Raymond Pirkle, Joe Pretlow, Peter Maloney, Lori Yoffe, Gillian Sacco, Donald John Hewitt, Mark Moshe Bellows, Daniel Sauli, Lucinda Clare, Michael McCarthy, Joseph Tudisco, Frank Anello, Scotty Atkins, Delancey Birzin, Angelo Bonsignore, Robert Boris, Jonny Fido, Robert Frannicola, Sholom Gelt, Desmond Harrington, David Martel, George Nicolaidis, Daniel Reton, Stephen Scibetta, Simon Shelton, Spero Stamboulis, Mike Struck, Ben Van Bergen","finances, long island, new york, stockbroker, investment firm, candid, investment banker, admiring, enchant"
3299,Hanging Up (2000),Comedy|Drama,"Meg Ryan, Diane Keaton, Lisa Kudrow, Walter Matthau, Adam Arkin, Jesse James, Shaun Duke, Ann Bortolotti, Cloris Leachman, Maree Cheatham, Myndy Crist, Edie McClurg, Tracee Ellis Ross, Libby Hudson, Celia Weston, Stephanie Ittleson, Charles Matthau, Paige Wolfe, Katie Stratton, Talia-Lynn Prairie, Ethan Dampf, Bob Kirsh, Kristina Dorn, Venessia Valentino, R.A. Buck, Phil Levesque, Mary Beth Pape, Catherine Paolone, Carol Mansell, Lucky Vanous, Bill Robinson, Jaffe Cohen, Johnathan Cale, Janet Dey","sibling relationship, based on true story, hospital, los angeles, california, dog, heartbreak, neurotic, woman director, broken heart, abandoned by mother, party planner, estranged mother, father daughter relationship, sister sister relationship, memories, holidays, sisters, phone calls, father in hospital, curmudgeon, depressed father, soap opera actress, magazine owner, abandoned by wife"
3300,Pitch Black (2000),Action|Sci-Fi,"Vin Diesel, Radha Mitchell, Cole Hauser, Lewis Fitz-Gerald, Claudia Black, Keith David, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore","darkness, dystopia, comet, alien life-form, survival, creature, eclipse, flask, spaceship crash, intense"
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,"Matthew Perry, Bruce Willis, Natasha Henstridge, Amanda Peet, Michael Clarke Duncan, Rosanna Arquette, Kevin Pollak, Harland Williams, Carmen Ferlan, Serge Christianssens, Renee Madeline Le Guerrier, Jean-Guy Bouchard, Howard Bilerman, Johnny Goar, Deano Clavet, Stephanie Biddle, France Arbour, Sean Devine, Richard Jutras, Mark Camacho, Joanna Noyes, John Sanford Moore, Robert Burns, Gary Gold, Geoff Lapp, Charles Biddle Sr., Rumer Willis","chicago, illinois, gangster, montreal, canada, mafia, dentist, hoodlum"
3302,Beautiful People (1999),Comedy,"Charlotte Coleman, Charles Kay, Rosalind Ayres, Julian Firth, Edward Jewesbury, Nicholas Farrell, Danny Nussbaum, Roger Sloman, Heather Tobias, Kenan Hudaverdi, Faruk Pruti, Dado Jehan, Linda Bassett, Bobby Williams, Joseph Williams, Sharon D. Clarke, Siobhan Redmond, Gilbert Martin, Jessica Brandon, Melee Hutton, Jonny Phillips, Dev Sagoo, Steve Sweeney, Jay Simpson, Edin Džandžanović, Elizabeth Isiorho, Vera Jakob, Louise Breckon-Richards, Martin Alderdice, Nicholas McGaughey, Walentine Giorgiewa, Radoslav Youroukov, Niall Ivers, Raules Davies, Alan Cowan, Craig Stokes, Annette Badland, Peter Harding, Andrew Logan, Antony Carrick, Tony Peters, Thomas Goodridge","england, refugee, bosnian war (1992-95)"
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,,"drug abuse, san francisco, california, despair, women's prison, male prostitution, prison sentence, street life, boyfriend girlfriend relationship, heroin addict, twenty something, heroin addiction, 1990s, runaway children, self-medication"
